,0
33,台灣 保險 論壇 保險 方向 總統 賴清德 雙向 雙贏 記者 羅沛德 上週三 台灣 保險 論壇 總統 賴清德 致詞 法規 保險資金 難題 普 保險業 金管會 主委 黃天牧 保險資金 產業 成果 金管會 突破現狀 部會 金管會 業者 頻率 行政院 領頭 保險資金 障礙 主管機關 業者 協力 金融 科技 保險 台灣 保險 記者 魏錫賓 記者 王孟倫 專題 報導 台灣 保險 論壇 總統 賴清德 致詞 政府 金管 機關 保險 金融業 單向 關係 時代 保險業 夥伴 態度 雙向 辦法 雙贏 局面 賴清德 金融保險 良 攸關 人民 社會安定 政府 角色 偏向 角色 客戶 權益 賴清德 時代 角色 功能 無法 時代 方向 政府 國家 視野 金融 興利 精神 賴清德 金管 單位 大膽 試驗場 域 資料 法令 前瞻性 新法 態度 賴清德 政府 金管 單位 金融保險 事業 單 方向 雙方 關係 賴清德 工業 全球 智慧 時代 政府 金融保險 空間 利用 科技 優質 商品 民眾 經濟 脈動 財經頻道 新聞 中獎 辦法
34,壽險 公會 理事長 黃調貴 致力於 公司 情況 公司 記者 羅沛德 記者 巫其倫 林菁樺 專題 報導 議題 壽險 公會 理事長 黃調貴 台灣 保險 論壇 壽險 公司 公司 收益 狀況 環境 公益 問題 國際 數據 致力於 公司 情況 公司 公司 舉例 美國 太平洋 電力公司 森林 大火 巴西 鐵礦 公司 環境 問題 股票 業者 問題 企業 產生 風險 壽險業 議題 產險 公會 理事長 李松季 金管會 綠色 金融公司 客戶 金融業 藍圖 方針 產險 業 立場 日本 松下 創辦人 松下幸之助 名言 企業 社會 公器 議題 企業 負責人 問題 產險 業是 高度 社會 價值 專業 風險管理 行業 台灣 社會 經濟社會 個人 貢獻 產險 公會 心力 企業 文化 經濟 脈動 財經頻道 新聞 中獎 辦法
35,國泰人壽 副總 林昭廷 力道 保障型 商品 功能 記者 羅沛德 記者 張慧雯 陳柔蓁 專題 報導 網路 國泰人壽 副總 林昭廷 網路 以利 年金 宣告 利率 意外險 力道 保障型 商品 功能 勤業眾 信 董事長 郭政弘 實體 數位 環境 保險業 科技 保險 科技 風險 業者 產業 主管機關 政府 措施 保險法 保險業 資金 社會福利 日本 金融業 科技 業者 機器人 機制 資金 資源 保險業 社會 責任 政府 整體 法規 環境 金管會 網路 保單 林昭廷 建議 網路 件數 宜 商品 主力 客戶 場景 保障型 商品 人口 結構 高齡 少子 問題 保單 症 商品 力道 林昭廷 台灣 資料庫 價值 世界 疾病 費用 數據 價值 產業 資訊 保險業 風險管理 國際 純 網路 保險公司 經驗 銀行 資深 副總 莊 英國 貴重物品 保險 歐元 居家 動產 物品 手機 筆記型電腦 自行車 保險 定位 醫療險 主 制分 級別 會員 保險 醫療 德國 制 級別 會員 保險 滑雪 經濟 脈動 財經頻道 新聞 中獎 辦法
36,富邦 人壽 副董事長 福星 保險業 資金投入 大案 記者 羅沛德 記者 黃佩君 專題 報導 政府 保險業 資金投入 國泰人壽 總經理 劉上旗 公建 案源 收益 性 風險 政府 富邦 人壽 副董事長 福星 問題 大案 保險業 整體 規模 台灣 保險業 資金 成本 成 經濟 形勢 業者 資金 劉上旗 壽險業 風險 台幣 強勢 美國 利率 壽險業 誘因 台灣 主因 業者 考量 政府 收益 性 問題 劉上旗 利率 低利 環境 歐美 政府 補貼 機制 公建 案源 自償性 收益 風險 問題 劉上旗 開發階段 不確定性 地方 抗議 問題 業者 風險 政府 長照 項目 股份 有限公司 透明度 風險 規模 問題 福星 台灣 保險業 公建 問題 大案 整體 規模 政府 案量 全都 保險業 劉上旗 建議 政府 部會 規模 保險業 污水 下水道 部會 金融 法制 暨 中心 董事長 邵之雋 政府 規劃 戰略 產業 國防 保險業 規模 保險 邵之雋 經濟 脈動 財經頻道 新聞 中獎 辦法
37,交通部長 林佳龍 交通 部將 案子 高鐵 用地 火車站 記者 羅沛德 記者 黃佩君 專題 報導 保險業 規模 收益 性 案源 交通部長 林佳龍 交通 領域 案例 高鐵 桃園 車站 區 南港 調車場 資金 土地 交通 事業 本體 空間 林佳龍 交通 政府 民間 項目 民間 軌道站 體 土地 阜 商業 設施 機場 免稅店 國道 服務區 觀光 風景區 金額 林佳龍 保險資金 事業 土地 交通 事業 本體 空間 交通 公建 日本 經驗 專案 夾層 債券 方向 高鐵 經驗 民間 活力 軌道 林佳龍 保險業 交通 總體經濟 效益 保險業 規模 效益 符合條件 交通部 招商 大會 案子 軌道 高鐵 用地 火車站 台杉 董事長 吳榮義 保險業 公建 案源 政府 思維 部會 整體 軌道 土地 北北 基 軌道 路網 案件 保險業 興趣 經濟 脈動 財經頻道 新聞 中獎 辦法
38,金管會 主委 黃天牧 金融 社會 信任 基礎 商機 記者 羅沛德 記者 王孟倫 巫其倫 專題 報導 金管會 主委 黃天牧 台灣 保險 論壇 保險業 金融 社會 信任 基礎 商機 中心 董事長 桂先農 建議 綠色 金融 商品 管理機制 總編輯 鄒景雯 保險業 業者 金管會 方向 保險業 企業 典範 黃天牧 金融業 本質 金管會 保險業 法律 動能 社會 信任 社會 社會 大眾 資金 機構 保險業 社會 信賴 黃天牧 能朝 主軸 環境 社會 公司 金融機構 社會 信任感 綠色 金融 金融 商機 綠色 綠色 金融 桂先農 建議 綠色 產業 範圍廣 定義 綠色 產業 經驗 綠色 金融 商品 證券 指數 管理機制 部分 業者 機制 業者 保險 黃天牧 金融 經濟 脈動 財經頻道 新聞 中獎 辦法
39,金管會 保險 局長 施 瓊華 保險業 金融 科技 普惠 金融 社會 責任 記者 羅沛德 記者 陳梅英 專題 報導 金管會 保險 局長 施 瓊華 金管會 法規 業者 保險業 金融 科技 轉型 降低成本 民眾 普惠 金融 社會 責任 施 瓊華 金管會 金融 科技 策略 白皮書 精神 科技 金融 產業 科技 保險業 科技 商品 成果 車險 商品 保險業 資料 遭遇 產險 行車 記錄器 商品 金管會 配套措施 南山 產險 電動機 里程 計費 保險 平台 商品 富邦 產險 國泰 世紀 產險 安達 產險 平台 系統 外送員 團體 單車 方向 保單 部分 商品 民眾 保單 商品 件數 中施 瓊華 保險業 身心 障礙者 數據 資料 商品 訂價 福利部 社會 家庭 資料 資料 身心 障礙者 住院 手術 經驗 資料 保險業 本土 身心 障礙 生命表 施 瓊華 壽險業 保險公司 紀錄 施 瓊華 結果 保單 範圍 功能 保單 經濟 脈動 財經頻道 新聞 中獎 辦法
40,美國 零售商 藥局 酒類 商店 業者 保險 店鋪 社會 圖 芝加哥 專賣店 夾板 情況 營業 路透 報導 美國 倒數 暴力 零售商 藥局 酒類 商店 業者 保險 店鋪 社會 路透 報導 保險業 消息人士 商店 辦公室 保單 高達 位數 幅度 保險 成本 紐約 洛杉磯 波特蘭 美國 城市 業者 窗戶 商品 被盜 商店 辦公室 非裔 美國 和平 示威 芝加哥 商業區 華麗 和諾 龍 百貨公司 商店 營業 夾板 安聯 集團 保險 部門 全球 政治 暴力 業務範圍 負責人 魯斯 問題 暴力 抗議 程度 問題 保險公司 經紀 人稱 美國 社會 商業保險 銷售量 部分 原因 保險業 零售商 藥局 企業 財產保險 公民 業者 重創 採取行動 知情 人士 藥房 雜貨店 酒類 連鎖店 保險公司 保險 範圍 保單 州政府 建築物 保險 飲酒 過量 酒 新聞 中獎 辦法
41,中心 董事長 桂先農 記者 羅沛德 記者 巫其倫 台北 報導 壽險業 資金 中心 董事長 桂先農 台灣 保險 論壇 金管會 政策 最大化 資金投入 機構 基礎 證券化 遵 紀錄 業者 時報 台灣 保險 論壇 論壇 主題 政策 對話 保險 方向 壽險 公會 理事長 黃調貴 金管會 主委 黃天牧 壽險業 問題 桂先農 整體 保險業 資產 達兆元 歷年 保險業 資金 保險業 資金 利 項目 保險業 考量 重點 金管會 政策 壽險業 資金 環境 最大化 標的 壽險 資金投入 機構 雙手 雙腳 基礎 證券化 壽險 資金 最大化 意見 透國 國際貿易 貿易順差 權益 資本 市場 主張 弱勢 風險 遵 紀錄 保險公司 規定 基本上 主管機關 政策 立場 金管會 綠色 金融 桂先農 建議 綠色 產業 範圍廣 定義 綠色 產業 經驗 綠色 金融 商品 證券 指數 保險業 管理機制 部分 業者 機制 業者 策略 風管 市場 監督機制 經濟 脈動 財經頻道 新聞 中獎 辦法
42,時報 總編輯 鄒景雯 保險 金融業 時報 保險 論壇 環境 社會 公司 保險 方向 主題 記者 羅沛德 記者 林菁樺 台北 報導 時報 台灣 保險 論壇 時報 總編輯 鄒景雯 保險業 金融機構 資產 總額 規模 保險業 金融業 影響力 社會 時報 保險 論壇 環境 社會 公司 保險 方向 主題 鄒景雯 台灣 保險業 總資產 金融機構 資產 總額 金融 海嘯 保險 資產 金融機構 總資產 保險業 規模 社會 時報 保險 論壇 環境 社會 公司 保險 方向 保險資金 產業 金融 科技 社會 責任 保險業 前景 大方向 鄒景雯 保險 保險 人由利 利己 保險業 基本 理念 公司法 規範 公司 業務 公共利益 社會 責任 保險業 理想 台灣 保險 論壇 業者 金管會 方向 保險業 企業 典範 主題 保險資金 產業 鄒景雯 議題 金管會 保險業 實質 總資產 保險資金 風險 台灣 新創 產業 核心 戰略 產業 基礎 大量 資金投入 保險業 鄒景雯 保險業 科技 社會 責任 關鍵詞 數據 聯網 區塊 科技 保險 生態 產品 公司 商業模式 金管會 業者 金融 科技 社會 責任 鄒景雯 保險業 總資產 保險業 資金 方向 台灣 保險 論壇 集思廣益 台灣 保險 經濟 脈動 財經頻道 新聞 中獎 辦法
43,台灣 保險 論壇 議程 保險業 金融業 壽險 契約 保險 金融 科技 保險資金 流向 議題 於本週 台灣 保險 論壇 產 壽險業 金管會 主委 黃天牧 效率 兩難 國發 主委 龔明鑫 交通部長 林佳龍 台杉 董事長 吳榮義 座談會 保險資金 產業 障礙 台灣 保險 論壇 保險業 資產 規模 台幣 金融機構 總資產 增幅 肺炎 疫情 總編輯 鄒景雯 保險業 規模 社會 影響力 保險 論壇 主題 環境 社會 公司 保險 方向 利用 保險資金 產業 金融 科技 社會 責任 保險業 金融業 金管會 業者 保險業 金融 主管機關 保險業 能力 有效率 產品 業者 主管機關 藉由 論壇 集思廣益 台灣 保險 台灣 保險業 論壇 保險 菁英 出席人 代表性 金管會 保險 局長 施 瓊華 中心 董事長 桂先農 保險 基金 董事長 產 壽險 公會 理事長 李松季 黃調貴 勤業眾 信 董事長 郭政弘 金融 中心 董事長 邵之雋 富邦 人壽 副董事長 福星 國泰人壽 總經理 劉上旗 富邦 產險 總經理 羅建明 銀行 資深 副總 莊 國泰人壽 副總 林昭廷 業界 專家 產 壽險 公司 高階 主管 應邀出席 記者 魏錫賓 經濟 脈動 財經頻道 新聞 中獎 辦法
44,遠雄 人壽 工具 資產 關鍵 因子 遠雄 記者 巫其倫 台北 報導 高齡 長者 總人口 民眾 議題 壽險業 建議 時間 效果 規劃 雙重 特性 利 保險 年金 利 年金 保險 充份 規劃 自主權 內政部 國人 平均壽命 台灣 法定 退休年齡 勞動部 男女性 實際 退休年齡 日本 南韓 台灣 國家 長達 遠雄 人壽 工具 資產 關鍵 因子 年齡 觀念 人生 買房 置產 目標 退休金 資產 遠雄 建議 利 保險 熟齡 族群 短時間 保單 年度 保險金 被保險人 保險 年齡 保單 年度 機會 市場 利率 身故 退休金 利 年金 保險 特性 規劃 工具 遠雄 商品 年金 保人 年金 年金 金額 被保險人 保險 年齡 現金流 養老 年金 被保險人 身故 年金 餘額 受益人 經濟 脈動 財經頻道 新聞 中獎 辦法
45,金管會 新光人壽 董事長 吳東 記者 王孟倫 魏錫賓 金管會 保險局 處分 業者 手軟 案件 數量 案 處分 態度 量 效果 善路 理 方向 保險 事業 中心 壽險業 淨利 產險 業 保險業 淨利 金管會 罰單 數量 罰款 保險業 部分 業者 感覺 無感 誘因 壓力 消費者 角度觀察 案件 罰單 數量 正比例 關係 金融 評議 中心 案件 保險業 比例 首度 銀行業 案件 較前年 金管會 案件 保險局 裁罰件 銀行局 保險 罰單 成 保險局 銀行局 金融 金融 金管會 消費者 處分 成績 代表 業者 態度 金管會 局 銀行 辦理 金融 客戶 貸款 投資信託 商品 保險 商品 強化措施 辦理 交易 管理機制 財富 業務 制度 周延 作業 保險業 理由 銀行 財富 業務 處分 金管會 致力 國際 銀行局 保險局 標準 產業 樣態 銀行 壽險 產險 功能 業務 銀行 通路 保險 商品 通路 措施 終會 套利 案件 彼落 業者 國際 趨勢 制度 危機 人力 保險業 目的 個別 業務員 空間 作業面 細節 金融業 行政 成本 效率 經濟 脈動 財經頻道 新聞 中獎 辦法
46,壽險業 記者 王孟倫 巫其倫 專題 報導 保險業 經營風險 保戶 權益 金融 金管會 保險業 能力 制度 分階段 國際 保險 資本 標準 測試期 全面 業者 保險 規 台灣 保險業 國際 保險 資本 標準 漸進式 階段 測試期 階段 中心 研議 地化 規範 平行 測試期 保險公司 比率 年度 資料 基礎 新 制度 比率 準備期 制度 上路 保險業 標準 金管會 保險 局長 施 瓊華 國際 制度 資產 負債 公允 價值 評價 考量 國際 財務 報導 準則 保險 合約 公允 價值 保險 負債 資產負債 財務 體質 風險 能力 國際 保險 資本 標準 保險業 能力 制度 現行 風險 基礎 資本額 參數 壓力 公司 金額 標準 風險係數 壓力 情境 情境 淨值 負債 風險 範圍 巨災 整體 係數 風險 信賴 區間 風險 風險 資本 風險 價值 目標 標準 損失 所需 資本 來源 風險 風險 資本 壽險 主管 保險業 魔王 財報 台灣 壽險業 責任 準備金 金管會 業者 須於明 前提 準備金 保險業 資本 保險 規將 台灣 保險業 金管會 官員 眼 保險業 長期性 結構性 問題 國際 無法 道路 測試期 保險公司 財務 業務 結構 經濟 脈動 財經頻道 新聞 中獎 辦法
47,壽險業 壓力 低利率 敏感度 商品 主力 資料 記者 巫其倫 專題 報導 保險業 財務 建構 承擔風險 能力 金管會 國際 保險 資本 標準 保險業 壽險業 坦言 現行 風險 基礎 資本額 制度 風險 能力 業者 壓力 長天 期 保單 消失 陣痛期 低利率 敏感度 商品 主力 壽險 公司 業者 現行制度 現行制度 風險 因子 風險 因子 係數 基準 業者 風險 現行 係數 風險 資本 體質 業者 評價 現行 差異 法則 市場 價值 資產負債 公允 價值 業者 策略 壓力 股票 市場 肺炎 疫情 股市 時間 市價 計 保險公司 策略 股票 部位 資本 業者 資本 公司 風險 能力 資產負債 高利率 保單 商品 業者 負債 壓力 業者 商品 轉型 主力 保障型 商品 保單 消失 距離 業者 時程 業者 石頭 過河 業者 意識 陣痛期 規則 平順 業者 過程 保單 公司 結構性 風險 能力 保戶 好事 壽險業 國際 魔王 業者 責任 準備金 壓力 能力 指標 新 制度 低利 環境 壽險業 壽險 公會 壽險業 資本 體質 準備金 盈餘 公積 債券 處分 損益 措施 資本 性質 債券 現金 全數 壽險業 法定 標準 資本 家業 體質 金融 海嘯 時期 壽險業 經濟 脈動 財經頻道 新聞 中獎 辦法
